,LOCATION,Country,SUBJECT,Subject,MEASURE,Measure,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
31243,CZE,Czech Republic,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1998,1998,IDX,Index,0,Units,2010_100,2010=100,69.88472900000001,,
31244,CZE,Czech Republic,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1999,1999,IDX,Index,0,Units,2010_100,2010=100,72.44686899999999,,
31245,CZE,Czech Republic,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2000,2000,IDX,Index,0,Units,2010_100,2010=100,76.165397,,
31246,CZE,Czech Republic,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2001,2001,IDX,Index,0,Units,2010_100,2010=100,78.590326,,
31247,CZE,Czech Republic,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2002,2002,IDX,Index,0,Units,2010_100,2010=100,79.39129,,
31248,CZE,Czech Republic,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2003,2003,IDX,Index,0,Units,2010_100,2010=100,82.90996,,
31249,CZE,Czech Republic,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2004,2004,IDX,Index,0,Units,2010_100,2010=100,87.143197,,
31250,CZE,Czech Republic,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2005,2005,IDX,Index,0,Units,2010_100,2010=100,91.068552,,
31251,CZE,Czech Republic,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2006,2006,IDX,Index,0,Units,2010_100,2010=100,96.016053,,
31252,CZE,Czech Republic,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2007,2007,IDX,Index,0,Units,2010_100,2010=100,99.321729,,
31253,CZE,Czech Republic,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2008,2008,IDX,Index,0,Units,2010_100,2010=100,99.811774,,
31254,CZE,Czech Republic,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2009,2009,IDX,Index,0,Units,2010_100,2010=100,96.76570699999999,,
31255,CZE,Czech Republic,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2010,2010,IDX,Index,0,Units,2010_100,2010=100,100.0,,
31256,CZE,Czech Republic,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2011,2011,IDX,Index,0,Units,2010_100,2010=100,102.056381,,
31257,CZE,Czech Republic,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2012,2012,IDX,Index,0,Units,2010_100,2010=100,100.816608,,
31258,CZE,Czech Republic,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2013,2013,IDX,Index,0,Units,2010_100,2010=100,100.006986,,
31259,CZE,Czech Republic,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2014,2014,IDX,Index,0,Units,2010_100,2010=100,102.158573,,
31260,CZE,Czech Republic,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2015,2015,IDX,Index,0,Units,2010_100,2010=100,106.067973,,
31261,CZE,Czech Republic,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2016,2016,IDX,Index,0,Units,2010_100,2010=100,106.96653700000002,,
31262,CZE,Czech Republic,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2017,2017,IDX,Index,0,Units,2010_100,2010=100,109.91463200000001,,
31263,CZE,Czech Republic,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2018,2018,IDX,Index,0,Units,2010_100,2010=100,111.661317,,
31337,EST,Estonia,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1993,1993,IDX,Index,0,Units,2010_100,2010=100,41.126801,,
31338,EST,Estonia,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1994,1994,IDX,Index,0,Units,2010_100,2010=100,41.852807,,
31339,EST,Estonia,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1995,1995,IDX,Index,0,Units,2010_100,2010=100,46.63346,,
31340,EST,Estonia,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1996,1996,IDX,Index,0,Units,2010_100,2010=100,50.299006,,
31341,EST,Estonia,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1997,1997,IDX,Index,0,Units,2010_100,2010=100,56.206340000000004,,
31342,EST,Estonia,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1998,1998,IDX,Index,0,Units,2010_100,2010=100,59.638112,,
31343,EST,Estonia,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1999,1999,IDX,Index,0,Units,2010_100,2010=100,61.888588,,
31344,EST,Estonia,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2000,2000,IDX,Index,0,Units,2010_100,2010=100,67.84445699999999,,
31345,EST,Estonia,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2001,2001,IDX,Index,0,Units,2010_100,2010=100,71.733692,,
31346,EST,Estonia,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2002,2002,IDX,Index,0,Units,2010_100,2010=100,76.10544399999999,,
31347,EST,Estonia,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2003,2003,IDX,Index,0,Units,2010_100,2010=100,80.035949,,
31348,EST,Estonia,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2004,2004,IDX,Index,0,Units,2010_100,2010=100,85.415044,,
31349,EST,Estonia,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2005,2005,IDX,Index,0,Units,2010_100,2010=100,91.346586,,
31350,EST,Estonia,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2006,2006,IDX,Index,0,Units,2010_100,2010=100,96.039761,,
31351,EST,Estonia,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2007,2007,IDX,Index,0,Units,2010_100,2010=100,103.288105,,
31352,EST,Estonia,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2008,2008,IDX,Index,0,Units,2010_100,2010=100,97.88823599999999,,
31353,EST,Estonia,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2009,2009,IDX,Index,0,Units,2010_100,2010=100,92.957257,,
31354,EST,Estonia,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2010,2010,IDX,Index,0,Units,2010_100,2010=100,100.0,,
31355,EST,Estonia,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2011,2011,IDX,Index,0,Units,2010_100,2010=100,100.983014,,
31356,EST,Estonia,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2012,2012,IDX,Index,0,Units,2010_100,2010=100,103.646582,,
31357,EST,Estonia,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2013,2013,IDX,Index,0,Units,2010_100,2010=100,104.352632,,
31358,EST,Estonia,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2014,2014,IDX,Index,0,Units,2010_100,2010=100,106.551255,,
31359,EST,Estonia,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2015,2015,IDX,Index,0,Units,2010_100,2010=100,105.54308700000001,,
31360,EST,Estonia,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2016,2016,IDX,Index,0,Units,2010_100,2010=100,108.910867,,
31361,EST,Estonia,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2017,2017,IDX,Index,0,Units,2010_100,2010=100,111.20957800000001,,
31362,EST,Estonia,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2018,2018,IDX,Index,0,Units,2010_100,2010=100,114.085926,,
31363,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1970,1970,IDX,Index,0,Units,2010_100,2010=100,55.377047999999995,,
31364,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1971,1971,IDX,Index,0,Units,2010_100,2010=100,56.366046,,
31365,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1972,1972,IDX,Index,0,Units,2010_100,2010=100,58.597588,,
31366,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1973,1973,IDX,Index,0,Units,2010_100,2010=100,61.896679000000006,,
31367,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1974,1974,IDX,Index,0,Units,2010_100,2010=100,64.302171,,
31368,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1975,1975,IDX,Index,0,Units,2010_100,2010=100,62.909926,,
31369,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1976,1976,IDX,Index,0,Units,2010_100,2010=100,66.71741,,
31370,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1977,1977,IDX,Index,0,Units,2010_100,2010=100,68.216161,,
31371,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1978,1978,IDX,Index,0,Units,2010_100,2010=100,70.19358299999999,,
31372,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1979,1979,IDX,Index,0,Units,2010_100,2010=100,73.558574,,
31373,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1980,1980,IDX,Index,0,Units,2010_100,2010=100,74.99735799999999,,
31374,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1981,1981,IDX,Index,0,Units,2010_100,2010=100,75.691774,,
31375,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1982,1982,IDX,Index,0,Units,2010_100,2010=100,75.849614,,
31376,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1983,1983,IDX,Index,0,Units,2010_100,2010=100,76.489817,,
31377,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1984,1984,IDX,Index,0,Units,2010_100,2010=100,78.961679,,
31378,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1985,1985,IDX,Index,0,Units,2010_100,2010=100,80.409966,,
31379,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1986,1986,IDX,Index,0,Units,2010_100,2010=100,82.144485,,
31380,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1987,1987,IDX,Index,0,Units,2010_100,2010=100,84.57347800000001,,
31381,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1988,1988,IDX,Index,0,Units,2010_100,2010=100,87.18514300000001,,
31382,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1989,1989,IDX,Index,0,Units,2010_100,2010=100,89.52811700000001,,
31383,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1990,1990,IDX,Index,0,Units,2010_100,2010=100,89.873932,,
31384,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1991,1991,IDX,Index,0,Units,2010_100,2010=100,89.580247,,
31385,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1992,1992,IDX,Index,0,Units,2010_100,2010=100,90.98849799999999,,
31386,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1993,1993,IDX,Index,0,Units,2010_100,2010=100,92.702692,,
31387,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1994,1994,IDX,Index,0,Units,2010_100,2010=100,96.280869,,
31388,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1995,1995,IDX,Index,0,Units,2010_100,2010=100,99.25990300000001,,
31389,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1996,1996,IDX,Index,0,Units,2010_100,2010=100,99.92926899999999,,
31390,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1997,1997,IDX,Index,0,Units,2010_100,2010=100,101.44304699999999,,
31391,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1998,1998,IDX,Index,0,Units,2010_100,2010=100,102.055145,,
31392,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1999,1999,IDX,Index,0,Units,2010_100,2010=100,102.524336,,
31393,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2000,2000,IDX,Index,0,Units,2010_100,2010=100,104.294492,,
31394,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2001,2001,IDX,Index,0,Units,2010_100,2010=100,104.09891,,
31395,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2002,2002,IDX,Index,0,Units,2010_100,2010=100,102.634485,,
31396,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2003,2003,IDX,Index,0,Units,2010_100,2010=100,101.302137,,
31397,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2004,2004,IDX,Index,0,Units,2010_100,2010=100,102.285083,,
31398,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2005,2005,IDX,Index,0,Units,2010_100,2010=100,102.680351,,
31399,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2006,2006,IDX,Index,0,Units,2010_100,2010=100,102.717915,,
31400,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2007,2007,IDX,Index,0,Units,2010_100,2010=100,102.949903,,
31401,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2008,2008,IDX,Index,0,Units,2010_100,2010=100,101.650304,,
31402,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2009,2009,IDX,Index,0,Units,2010_100,2010=100,97.710971,,
31403,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2010,2010,IDX,Index,0,Units,2010_100,2010=100,100.0,,
31404,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2011,2011,IDX,Index,0,Units,2010_100,2010=100,100.264886,,
31405,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2012,2012,IDX,Index,0,Units,2010_100,2010=100,97.744906,,
31406,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2013,2013,IDX,Index,0,Units,2010_100,2010=100,97.801266,,
31407,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2014,2014,IDX,Index,0,Units,2010_100,2010=100,97.84566099999999,,
31408,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2015,2015,IDX,Index,0,Units,2010_100,2010=100,98.110842,,
31409,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2016,2016,IDX,Index,0,Units,2010_100,2010=100,97.899438,,
31410,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2017,2017,IDX,Index,0,Units,2010_100,2010=100,98.401145,,
31411,ITA,Italy,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2018,2018,IDX,Index,0,Units,2010_100,2010=100,98.381924,,
31436,NLD,Netherlands,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1970,1970,IDX,Index,0,Units,2010_100,2010=100,58.414933,,
31437,NLD,Netherlands,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1971,1971,IDX,Index,0,Units,2010_100,2010=100,60.32358000000001,,
31438,NLD,Netherlands,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1972,1972,IDX,Index,0,Units,2010_100,2010=100,62.189841,,
31439,NLD,Netherlands,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1973,1973,IDX,Index,0,Units,2010_100,2010=100,65.342155,,
31440,NLD,Netherlands,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1974,1974,IDX,Index,0,Units,2010_100,2010=100,67.667764,,
31441,NLD,Netherlands,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1975,1975,IDX,Index,0,Units,2010_100,2010=100,67.79803199999999,,
31442,NLD,Netherlands,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1976,1976,IDX,Index,0,Units,2010_100,2010=100,70.494621,,
31443,NLD,Netherlands,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1977,1977,IDX,Index,0,Units,2010_100,2010=100,71.777393,,
31444,NLD,Netherlands,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1978,1978,IDX,Index,0,Units,2010_100,2010=100,72.495564,,
31445,NLD,Netherlands,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1979,1979,IDX,Index,0,Units,2010_100,2010=100,72.423905,,
31446,NLD,Netherlands,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1980,1980,IDX,Index,0,Units,2010_100,2010=100,73.404138,,
31447,NLD,Netherlands,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1981,1981,IDX,Index,0,Units,2010_100,2010=100,73.155967,,
31448,NLD,Netherlands,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1982,1982,IDX,Index,0,Units,2010_100,2010=100,73.346372,,
31449,NLD,Netherlands,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1983,1983,IDX,Index,0,Units,2010_100,2010=100,75.533919,,
31450,NLD,Netherlands,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1984,1984,IDX,Index,0,Units,2010_100,2010=100,77.21445200000001,,
31451,NLD,Netherlands,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1985,1985,IDX,Index,0,Units,2010_100,2010=100,77.750876,,
31452,NLD,Netherlands,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1986,1986,IDX,Index,0,Units,2010_100,2010=100,78.077461,,
31453,NLD,Netherlands,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1987,1987,IDX,Index,0,Units,2010_100,2010=100,77.917366,,
31454,NLD,Netherlands,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1988,1988,IDX,Index,0,Units,2010_100,2010=100,79.167349,,
31455,NLD,Netherlands,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1989,1989,IDX,Index,0,Units,2010_100,2010=100,80.505324,,
31456,NLD,Netherlands,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1990,1990,IDX,Index,0,Units,2010_100,2010=100,81.389984,,
31457,NLD,Netherlands,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1991,1991,IDX,Index,0,Units,2010_100,2010=100,81.805029,,
31458,NLD,Netherlands,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1992,1992,IDX,Index,0,Units,2010_100,2010=100,82.046612,,
31459,NLD,Netherlands,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1993,1993,IDX,Index,0,Units,2010_100,2010=100,82.730643,,
31460,NLD,Netherlands,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1994,1994,IDX,Index,0,Units,2010_100,2010=100,84.59364599999999,,
31461,NLD,Netherlands,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1995,1995,IDX,Index,0,Units,2010_100,2010=100,85.309797,,
31462,NLD,Netherlands,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1996,1996,IDX,Index,0,Units,2010_100,2010=100,86.485837,,
31463,NLD,Netherlands,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1997,1997,IDX,Index,0,Units,2010_100,2010=100,87.539948,,
31464,NLD,Netherlands,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1998,1998,IDX,Index,0,Units,2010_100,2010=100,89.493066,,
31465,NLD,Netherlands,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,1999,1999,IDX,Index,0,Units,2010_100,2010=100,91.37254200000001,,
31466,NLD,Netherlands,T_GDPEMP_V,"GDP per person employed, constant prices",2010Y,Index,2000,2000,IDX,Index,0,Units,2010_100,2010=100,93.48848000000001,,
